probe,weight,jew_type,jew_weight,complexity,price
500,10,9,10,3,2055076.01
700,4,6,8,4,1161548.93
585,4,10,6,2,842597.64
600,8,4,8,5,1245573.72
700,10,10,5,2,1035446.44
700,3,6,9,3,962763.05
600,6,8,2,2,342007.36
585,4,4,9,2,471321.29
585,6,9,10,2,1535390.05
585,9,7,8,4,1571579.93
700,8,7,7,5,1972920.46
500,4,9,9,1,937730.1
600,6,6,6,1,410287.32
585,1,1,8,3,136731.23
500,5,1,9,5,462604.77
500,6,8,10,5,2743662.84
600,1,2,8,3,206856.52
585,9,9,9,5,3135153.02
500,9,5,6,5,1027709.53
700,6,3,8,1,377191.14
600,10,1,5,2,400130.42
600,9,1,10,1,331410.31
585,5,5,7,4,804736.69
700,1,3,4,2,120953.0
600,4,1,6,4,323906.25
585,7,8,3,4,733599.99
600,9,5,6,5,1248548.14
600,1,6,4,2,213726.04
600,7,10,4,2,651943.79
700,1,10,6,3,978544.15
600,5,2,2,3,263906.39
700,2,2,5,1,125279.18
500,9,2,6,1,237366.65
500,4,8,5,2,476077.62
600,1,9,5,5,1073111.86
500,10,10,6,5,2099900.48
700,3,2,5,3,273407.16
500,3,6,9,1,513209.89
700,6,9,5,1,577560.87
600,2,6,9,2,665108.84
500,5,6,10,3,1078387.64
700,10,10,4,3,1160957.6
500,1,6,10,5,1598577.03
700,3,8,4,2,425997.39
585,1,2,1,3,61336.28
500,3,3,9,3,399604.77
500,3,9,4,1,315743.66
500,2,5,3,5,319173.84
600,6,6,6,1,410887.32
585,3,8,7,2,722896.62
700,8,1,6,5,972638.7
585,1,4,5,4,287316.34
600,7,6,10,3,1245006.09
600,3,2,10,1,221964.87
585,8,8,9,5,2634929.81
600,3,10,9,2,1436604.41
500,10,9,9,5,3005893.59
585,5,9,8,5,2406449.57
500,2,8,10,3,1491885.38
500,7,9,2,4,551760.59
600,5,1,2,1,151801.75
600,1,10,7,2,925786.38
700,2,10,4,3,644042.36
585,1,10,8,2,1132387.37
700,10,1,6,5,1190735.11
585,8,10,10,2,1857784.18
600,4,4,2,3,248055.42
500,5,3,7,3,367901.46
500,8,7,1,2,259899.48
700,9,7,1,2,505767.85
600,10,3,4,2,435997.85
700,3,3,7,1,234831.88
585,5,7,9,5,2022532.03
600,1,1,8,2,107904.54
700,9,4,8,3,939401.19
600,6,5,9,1,516769.31
600,10,4,6,3,704259.36
585,10,2,10,1,403870.17
585,5,2,10,5,769187.7
500,3,7,2,1,136244.39
700,4,9,7,2,946627.7
700,9,5,5,5,1385692.79
500,3,3,7,5,508385.61
500,10,10,10,4,3097395.37
700,10,8,10,5,3501661.9
700,6,3,1,5,695228.23
500,1,4,8,4,507907.73
700,8,10,4,3,1030976.04
600,8,6,8,4,1318796.92
585,7,10,1,2,344238.78
585,9,5,1,1,267226.83
600,3,4,6,5,627172.99
600,5,4,3,1,196004.1
700,1,5,5,1,181592.85
585,5,6,6,2,486944.1
500,10,9,6,1,649711.06
600,2,1,2,2,85129.03
600,3,4,7,2,333935.24
600,9,1,6,4,631964.03
700,6,9,9,1,1088359.32
500,4,8,1,5,374816.37
585,8,5,2,5,742324.16
600,10,5,6,1,466238.62
585,5,2,6,1,194833.98
500,7,10,7,4,1801164.67
600,3,2,5,5,373698.21
600,9,5,3,2,423260.21
600,5,2,2,1,157522.46
500,5,7,8,3,967669.52
500,5,2,6,3,268748.53
500,8,10,9,5,3359524.64
500,2,6,4,5,498888.96
585,5,6,8,5,1453031.9
500,2,6,9,4,1082459.79
585,10,10,4,3,965603.96
700,9,10,7,3,1736322.32
600,4,4,5,3,366596.77
600,4,10,7,4,1749151.17
585,2,2,7,2,169158.72
500,4,2,10,1,215619.16
585,8,10,3,3,718911.2
700,10,1,4,3,680148.35
700,10,4,10,2,894057.77
600,4,8,10,2,1243654.94
600,6,2,9,2,368067.76
600,10,9,1,3,584741.54
500,1,10,4,2,421358.27
500,5,6,2,3,267838.53
585,8,10,1,2,379054.79
500,6,2,7,2,252930.71
500,1,7,5,4,554976.95
700,1,2,5,1,87071.11
500,3,10,7,3,1255416.86
500,3,1,4,4,171602.9
700,7,3,7,2,503717.35
700,4,9,3,5,943972.11
600,8,5,3,3,503645.98
600,5,7,2,4,477446.64
600,10,2,8,5,1071961.5
600,4,2,8,5,590604.12
600,7,1,3,4,463799.5
700,5,2,3,2,280508.62
700,10,9,2,5,1417654.7
500,8,1,5,3,309212.39
600,3,10,7,4,1686609.81
600,10,10,6,1,821291.19
585,8,2,8,3,520932.16
500,9,3,5,1,249446.02
600,10,8,3,2,556831.34
600,5,3,2,4,362288.91
585,7,8,1,1,241896.22
600,10,7,3,4,879948.65
700,10,10,7,2,1386609.23
585,9,7,9,1,816117.01
700,8,5,10,1,720948.88
700,1,9,7,2,797557.9
585,5,2,7,3,356159.28
700,10,7,1,1,427827.96
600,7,4,6,1,334185.47
700,5,8,2,5,814679.89
500,3,4,6,2,253831.41
700,2,10,9,5,3133086.42
700,7,1,3,5,803784.44
600,8,7,1,1,269508.4
600,7,8,2,3,493174.85
500,1,2,7,3,162237.55
600,2,7,7,5,1259512.96
500,1,7,3,5,396722.95
700,9,8,10,4,2609347.85
600,1,8,7,5,1435335.05
585,1,4,4,3,175732.02
700,1,5,6,1,224546.19
600,9,1,1,5,738629.31
600,7,7,10,1,881918.65
600,1,9,2,5,406280.23
700,7,5,5,2,532196.01
700,1,1,9,1,104337.01
585,10,10,4,3,965889.96
500,4,10,2,2,279459.91
585,4,3,2,2,172154.67
500,7,1,7,1,181161.36
700,10,2,3,2,528621.62
700,3,5,2,2,211481.74
500,1,1,4,2,52885.93
700,7,2,3,1,293168.25
700,10,9,4,4,1401219.64
500,4,3,4,5,375402.37
585,5,2,6,1,194755.98
700,8,6,2,4,805789.41
585,10,1,1,3,461250.55
585,4,4,1,5,361695.3
585,6,2,3,2,241163.7
585,8,6,3,2,400854.59
700,4,10,3,5,1041090.03
700,5,3,9,4,811322.24
600,3,10,4,2,505316.21
700,3,9,3,2,381702.5
700,4,7,6,2,596045.17
700,8,5,8,5,1694884.37
700,2,8,1,4,286238.97
700,4,6,3,2,323384.88
600,10,8,8,3,1466546.08
500,2,4,9,3,497960.33
585,3,8,9,5,2252925.41
700,3,7,10,1,798577.33
500,10,5,10,2,793194.47
500,7,5,3,2,273609.42
500,1,5,3,1,92865.54
600,7,2,1,4,451613.7
700,10,4,5,1,487888.58
700,4,5,2,3,338489.44
500,6,9,8,5,2359593.15
700,3,10,2,5,713896.91
500,3,5,9,5,1159868.78
585,3,8,1,4,293538.23
600,7,5,9,4,1196604.41
585,3,4,10,3,650619.25
600,9,4,2,1,288238.83
600,1,5,3,2,131585.05
585,5,1,3,2,192513.41
600,1,1,4,5,135656.54
500,2,10,7,4,1587207.86
500,8,2,7,1,234317.94
600,7,3,4,2,325931.42
700,7,1,5,2,383637.17
500,10,1,6,4,503939.43
500,10,4,6,2,431620.93
600,1,5,8,1,317564.58
585,6,5,7,5,1123667.48
600,9,5,2,1,301396.88
700,3,4,5,3,369802.06
600,10,4,5,3,651262.11
585,8,8,1,3,451470.95
600,1,9,10,4,2304366.37
700,1,10,10,5,3577774.9
700,5,4,2,3,381731.27
585,9,3,3,1,278982.3
700,10,8,4,2,773353.59
700,10,3,10,5,1694806.25
585,2,1,7,3,164773.12
500,6,5,3,4,417457.2
700,1,5,10,1,452945.34
585,2,8,5,4,750148.46
600,9,1,9,1,318398.78
585,7,7,3,3,518495.4
700,6,5,2,3,467958.0
585,10,5,5,3,690118.51
700,2,5,4,2,236560.06
585,5,9,5,1,483389.53
600,8,5,7,2,595246.85
600,7,10,8,4,2285481.16
600,1,6,7,2,433436.92
700,4,4,2,5,535303.89
600,8,9,7,4,1755483.1
585,2,8,10,1,899014.76
500,9,9,10,2,1555568.51
600,7,3,9,5,1069771.23
700,6,10,3,2,574442.19
700,2,7,3,1,197809.8
585,7,10,4,2,638672.86
700,2,6,5,4,572341.99
600,4,10,1,2,245699.27
500,5,4,7,2,351264.32
700,8,10,7,5,2826093.89
600,4,1,4,5,377551.23
600,9,7,8,5,2077994.55
585,10,6,6,5,1450003.99
585,5,2,3,3,267572.49
700,3,1,3,5,366410.62
700,6,9,2,4,755161.45
585,8,5,5,3,600463.88
600,6,10,7,3,1441126.14
585,6,4,9,5,1188401.98
700,1,10,6,3,978569.15
585,8,5,3,3,483370.4
585,3,5,3,2,200240.94
700,5,9,8,2,1172044.79
500,10,1,8,2,323075.43
585,6,1,9,4,494166.62
585,3,3,6,5,497491.11
600,4,5,10,4,1156390.55
600,6,9,4,4,932218.14
700,4,1,6,5,534111.89
500,4,6,8,4,996220.32
500,6,8,3,2,345214.9
500,1,7,2,1,97072.77
500,1,10,6,5,1599004.03
600,3,9,4,4,746264.07
600,10,3,7,2,520559.6
600,4,7,2,3,319800.76
700,10,3,3,3,710573.06
600,1,6,6,5,767537.76
600,10,4,9,5,1532881.13
500,9,2,9,1,291285.78
500,10,7,9,1,770144.49
500,10,7,2,4,597737.46
585,4,10,3,2,414688.64
700,1,10,8,2,1147398.96
700,2,9,8,4,1726317.6
500,1,6,3,5,325525.7
500,8,10,5,4,1252415.61
500,5,1,9,3,275344.43
700,4,9,4,1,409746.03
500,4,1,6,2,147032.99
500,6,9,3,5,842395.27
600,6,9,5,4,1135527.05
700,10,5,10,4,1750022.77
585,4,4,2,2,184827.02
500,9,10,9,5,3416383.47
700,9,4,2,4,831719.0
500,10,4,1,4,472379.82
500,4,8,4,3,490813.08
700,1,7,8,5,1465657.69
600,4,1,5,4,305394.24
600,3,8,10,3,1569316.34
585,9,1,8,3,496802.76
585,10,2,1,1,276520.75
585,9,1,3,5,725400.73
700,4,9,4,1,409423.03
585,5,9,10,3,1950808.55
700,5,1,9,1,256375.32
500,3,5,6,1,244400.05
600,8,2,4,4,570302.67
500,2,9,4,2,383280.25
700,9,3,7,2,602478.55
700,2,7,6,1,382243.98
585,8,3,9,5,1118220.93
585,10,6,10,4,1774174.84
600,4,5,5,2,330200.39
600,6,5,5,3,524837.68
600,10,4,7,4,994477.49
585,1,4,3,1,80694.47
585,4,10,6,1,648163.19
700,1,8,9,1,748206.76
700,2,10,6,2,801619.79
600,9,8,6,1,629792.19
600,9,10,2,1,390622.77
500,4,5,10,2,640077.45
600,9,3,1,2,347736.66
500,6,8,10,3,1624770.79
700,8,9,7,4,1934033.97
700,9,2,2,5,1027496.53
500,4,7,5,1,312615.07
585,7,5,8,3,803071.21
585,5,9,4,4,855161.31
700,8,4,2,3,575313.11
500,2,5,9,1,387597.03
500,1,1,1,1,27247.78
500,10,10,5,4,1338667.73
700,9,6,10,2,1151259.99
585,8,3,9,5,1117908.93
600,10,1,7,1,325425.7
585,3,3,4,5,381486.29
500,3,8,10,4,1981120.35
500,6,9,9,2,1267513.03
700,7,3,4,4,706592.29
500,6,3,9,3,499237.83
585,8,1,6,5,708505.71
585,3,10,4,1,385412.7
585,2,7,8,5,1507727.65
600,4,6,4,3,420235.02
500,1,3,6,5,325448.7
585,5,7,10,4,1795336.05
700,10,2,2,5,1136150.73
585,6,1,2,5,484084.25
585,9,1,1,4,540074.35
500,1,1,1,3,42462.74
585,1,1,1,3,55438.2
600,4,2,3,4,299899.55
700,10,6,3,2,621253.49
600,10,10,10,4,3285622.32
500,6,5,9,1,466456.27
585,4,5,2,2,200041.99
585,5,4,1,4,337080.52
600,10,8,6,2,853319.39
600,8,10,2,4,792596.15
500,4,8,2,1,173914.07
600,9,10,2,5,1109527.36
500,3,3,6,1,154818.76
585,1,1,4,3,79105.37
700,4,3,4,2,269750.8
700,9,10,2,5,1369051.13
500,1,1,7,3,107005.84
500,5,9,4,1,355377.28
500,10,5,7,5,1223512.29
585,1,6,6,5,763123.28
500,7,10,8,2,1275513.88
585,2,4,7,4,494421.06
585,6,10,6,5,2000579.67
600,6,6,5,1,354898.02
700,3,2,4,1,149585.21
700,5,4,4,2,348548.69
600,3,1,3,5,280041.7
600,8,1,7,2,349157.61
585,4,10,3,2,415725.64
500,3,2,8,5,436391.36
500,8,2,5,4,445196.5
500,4,1,6,5,321125.39
585,7,8,3,1,335537.05
700,6,10,7,5,2606516.49
600,8,7,1,2,349240.61
585,4,9,10,5,3218556.33
585,10,4,1,1,287576.11
700,3,9,4,5,1057982.11
500,4,1,1,3,141060.8
500,8,10,1,4,511025.34
585,10,2,7,3,581928.36
500,1,7,7,2,527311.57
700,9,5,10,2,985966.84
700,6,1,2,4,524087.99
600,5,7,7,2,682786.79
585,2,4,1,1,75094.11
700,9,9,5,2,899849.93
700,7,3,3,3,516245.22
585,1,6,5,5,603029.15
700,3,9,8,2,1072288.59
600,6,5,1,2,255261.84
585,2,4,9,5,882686.66
500,10,8,3,5,977362.21
700,7,9,9,3,1903302.98
585,2,8,1,4,235007.16
500,8,4,3,1,210010.33
500,3,9,4,2,409872.75
700,1,3,10,3,423476.95
700,10,7,6,5,1960356.71
500,9,5,1,4,444715.86
600,5,9,2,3,431275.5
600,1,6,4,3,276488.36
500,4,10,1,1,156802.7
600,1,8,7,3,850503.64
500,2,2,10,3,295657.18
585,3,6,4,5,616153.54
585,4,8,5,2,514313.66
500,5,10,9,4,2456769.81
585,1,5,7,4,571119.45
600,7,1,10,4,601566.35
600,8,10,2,5,1029965.8
585,8,9,9,1,1072638.86
600,2,7,6,2,469174.06
700,4,8,2,4,543639.38
585,2,7,3,1,173702.9
500,9,8,9,4,1943216.72
500,8,1,3,5,484657.64
600,6,5,9,4,1133914.05
500,7,5,6,3,543711.75
700,1,8,9,5,2134294.38
700,8,9,1,1,371599.55
600,6,7,4,4,747733.07
500,8,3,4,1,211623.33
600,4,5,10,3,890316.42
600,9,5,10,2,868442.75
585,8,3,3,5,717423.12
585,1,6,7,1,332828.45
700,5,5,7,3,718245.39
585,6,3,8,1,308459.43
600,10,9,4,4,1178842.56
600,7,4,1,5,617810.92
585,1,1,4,3,78315.37
585,7,5,4,3,491815.93
500,10,9,7,4,1690570.86
700,1,7,10,2,939598.83
585,8,7,9,2,1025156.4
585,7,4,5,5,830666.22
600,4,8,6,1,489535.94
700,8,9,2,1,420219.61
500,6,3,6,2,275889.5
500,2,6,3,4,293652.64
700,1,10,8,5,2518476.07
500,3,3,5,2,170472.41
600,7,7,7,1,583018.3
600,3,10,1,3,273474.87
585,6,4,1,2,234700.5
700,8,7,9,1,880669.0
500,6,5,4,1,221500.68
600,7,3,1,3,356583.08
500,9,1,1,3,306981.57
700,2,8,1,3,220535.98
700,7,2,10,5,1151411.72
600,2,8,4,3,453425.45
600,9,1,4,3,461972.55
700,1,2,2,5,153193.9
600,8,2,4,2,338881.14
500,1,9,4,2,358415.75
700,2,5,7,4,680756.31
600,1,4,10,2,433294.92
500,10,10,7,5,2508646.55
500,3,4,4,2,177386.2
700,3,1,1,2,156364.41
600,5,3,5,5,607614.0
700,2,10,10,1,1291627.45
700,8,5,1,1,333572.82
700,8,10,5,1,721057.88
585,9,8,5,2,687382.72
585,10,4,10,1,571680.07
700,6,1,10,2,398905.29
600,6,6,6,4,898273.9
700,10,7,10,5,3044669.3
600,3,6,9,2,700261.98
600,1,3,9,4,452390.27
585,2,8,5,5,973924.9
600,3,7,2,5,459316.61
700,3,2,10,4,549705.7
585,4,4,2,1,142908.48
585,3,4,1,1,100202.74
700,2,3,6,2,223031.68
600,6,4,1,3,318219.88
600,8,6,7,1,529607.03
500,7,4,7,3,520316.43
700,1,1,8,4,201878.51
600,2,8,9,3,1294694.6
600,2,7,3,2,229530.44
585,4,3,3,2,189164.02
600,9,5,10,1,668056.11
585,10,9,5,3,1040439.95
585,1,2,2,5,121174.78
600,5,8,3,4,631463.34
585,8,4,4,2,378846.79
500,4,4,5,5,519224.98
700,1,1,10,3,194579.48
585,8,5,6,4,874226.55
585,4,10,4,4,903589.69
600,2,10,1,5,378602.04
585,10,5,9,3,1039345.95
600,6,1,3,2,239200.22
600,10,8,4,4,1081787.72
700,9,9,3,3,883187.23
600,8,3,5,3,502677.98
500,5,1,8,2,198064.91
585,9,9,6,1,694653.58
600,3,6,7,2,506329.21
500,8,5,5,2,386626.83
585,7,7,8,4,1453770.81
500,8,4,10,1,461051.3
600,2,2,2,2,94464.17
585,7,2,7,5,753491.48
600,2,3,10,4,587446.88
500,3,3,1,1,73064.89
600,8,4,8,5,1245074.72
500,10,9,3,3,629923.25
700,4,1,2,4,355533.06
600,5,4,1,3,271871.99
585,8,4,7,5,1100364.45
500,3,1,9,1,123609.86
700,7,7,5,3,847424.95
500,7,8,6,5,1462085.3
500,1,7,7,5,1153398.67
600,5,6,8,2,671627.66
600,4,6,4,5,707134.55
585,4,10,7,3,1336039.07
500,9,9,4,2,561677.77
600,7,2,10,5,948071.24
600,4,1,8,4,365392.46
585,6,5,1,2,243200.04
585,3,8,4,5,831729.46
600,5,5,8,2,557956.34
600,1,2,8,3,208247.52
500,9,5,6,5,1026956.53
585,6,7,9,5,2097463.11
500,6,8,6,1,494102.2
585,10,5,10,3,1151905.03
500,7,10,9,4,2541437.93
700,4,7,9,3,1229831.01
600,4,3,4,3,281133.97
600,2,3,5,4,282429.55
700,3,5,8,5,1148247.35
585,3,8,5,1,368198.81
585,1,3,2,5,144986.55
700,3,10,8,2,1247547.16
500,4,3,4,5,374510.37
700,3,1,1,1,121696.7
600,7,6,9,5,1858153.61
600,7,2,3,1,222955.26
585,6,8,3,2,400965.96
700,9,5,5,2,632007.21
585,3,7,8,3,939180.2
700,8,4,5,1,410455.43
600,9,5,1,5,797687.73
600,1,8,8,3,1039229.08
500,5,7,5,1,331014.38
585,3,10,5,4,1084404.31
700,5,6,1,2,294472.97
700,2,1,1,2,107210.81
585,8,1,7,2,335983.55
500,4,6,4,5,610348.61
700,4,4,3,4,453957.9
700,5,10,1,4,589150.18
700,4,1,3,1,167247.27
600,6,3,8,1,316924.58
600,7,5,7,5,1226948.94
500,6,7,2,1,195162.32
500,4,3,5,5,429721.5
700,5,10,3,1,403038.76
500,6,3,8,1,264889.54
585,4,2,10,5,692594.62
600,5,3,3,1,178617.92
585,8,8,5,1,501786.93
600,9,9,10,2,1657312.28
700,9,8,7,3,1383910.27
500,10,7,7,5,1656023.12
585,3,8,6,5,1300513.74
600,8,5,6,3,691662.39
500,3,10,2,2,252924.41
585,5,8,7,3,1029299.83
585,7,9,3,3,616986.42
585,10,6,5,5,1288902.87
600,7,2,2,4,466439.41
700,7,4,5,5,1061504.09
500,5,8,3,2,319910.4
585,5,8,3,4,617150.87
585,1,4,3,4,177324.1
700,8,8,8,2,1160912.33
500,5,4,7,1,269760.33
600,8,6,1,3,439120.98
600,6,4,2,1,203976.88
600,8,5,3,5,847987.68
585,8,6,10,1,754064.69
700,5,1,10,1,269372.84
500,10,10,2,1,331525.02
600,7,4,10,2,651855.79
600,2,4,4,3,224700.98
500,10,6,4,1,332576.02
585,1,5,6,3,356888.09
700,1,9,6,4,1081064.14
500,4,6,4,1,214687.16
700,9,8,2,1,440417.53
500,9,1,1,2,235769.13
500,8,4,2,2,249288.0
600,8,3,8,3,628242.16
585,4,8,2,4,442003.76
600,6,8,10,1,1014015.41
700,6,9,7,5,2294655.85
585,9,9,7,3,1378389.24
700,6,8,9,1,938819.15
585,8,9,2,1,329735.99
585,3,10,7,5,2180968.5
600,1,4,2,1,64065.63
600,9,5,8,2,702652.92
585,5,6,10,3,1139707.95
500,1,5,4,3,209152.57
585,7,2,4,1,222441.36
500,6,8,10,5,2743907.84
700,8,7,7,5,1972196.46
500,10,10,3,4,893151.77
600,9,2,5,5,855000.58
700,1,1,7,1,81981.27
600,1,6,8,4,887352.43
500,7,2,2,1,152596.38
585,5,10,10,3,2278564.29
700,8,2,3,1,331370.32
700,7,9,6,1,722440.5
700,5,1,1,2,255777.61
585,10,6,7,4,1255023.05
585,4,3,10,5,909241.54
500,4,10,4,3,646739.22
600,1,10,7,3,1203277.69
700,1,5,7,4,596935.85
600,8,8,3,1,373107.88
500,3,1,7,3,172101.55
585,4,4,3,5,456573.37
600,2,10,7,2,962849.52
600,9,8,10,1,1098565.36
700,8,2,4,2,443864.78
600,3,4,3,5,392617.74
585,7,10,10,2,1822087.17
500,2,5,7,1,272932.45
700,7,5,3,3,575799.83
500,9,1,9,2,312667.34
600,2,4,5,2,209887.15
700,7,5,7,4,1100823.63
585,1,9,5,2,487812.54
585,10,9,7,1,841938.63
585,9,5,8,4,1160545.89
585,5,6,5,2,415103.81
700,4,6,8,4,1160985.93
585,6,4,6,5,843809.78
585,4,1,3,2,157177.4
700,7,4,6,1,404406.46
600,9,5,6,1,437840.97
585,5,10,6,3,1138710.95
500,4,4,4,3,261833.62
500,2,3,8,2,242421.89
585,3,9,5,5,1221586.54
500,5,7,9,5,1919350.78
600,8,5,8,5,1463800.24
585,4,3,6,1,202107.33
700,4,2,5,3,338462.44
585,4,3,6,3,339934.9
700,6,2,1,5,681716.99
500,3,9,10,2,1404682.49
500,4,9,10,2,1429383.99
700,6,9,6,4,1502553.46
600,2,2,5,3,174610.1
500,6,2,3,3,238502.53
585,7,10,10,5,4001643.25
500,6,1,10,3,328873.33
500,10,1,2,4,448866.81
585,10,7,1,4,683191.85
585,1,9,8,3,1244404.64
700,7,9,7,1,842414.92
585,10,8,5,2,721272.73
600,6,4,10,1,472992.72
585,5,8,1,5,533579.45
700,7,8,10,5,3172691.29
600,3,6,2,3,245059.43
600,8,6,3,5,910483.37
500,8,8,5,1,445367.41
500,9,9,6,1,630531.75
500,4,5,2,1,125319.27
500,9,4,5,4,613826.33
700,4,5,2,4,438706.87
585,8,10,10,4,3138505.25
600,4,6,6,1,353975.02
700,10,1,1,2,506217.61
700,9,5,5,3,820973.87
585,2,9,5,3,678279.42
700,7,10,10,5,4232756.12
700,8,8,1,3,607287.66
700,5,2,1,1,201982.88
700,4,1,6,2,245585.37
700,10,8,2,5,1361330.91
585,8,6,3,1,308661.83
585,3,1,7,2,161960.49
585,5,1,10,3,355529.28
700,1,9,10,3,1790949.75
585,2,1,8,4,235521.16
500,3,4,1,5,223383.47
585,2,4,10,3,604343.43
700,4,5,1,4,395488.68
600,9,8,5,4,1187606.54
500,8,2,9,4,594362.15
700,5,1,3,3,347006.25
600,2,8,7,2,691683.87
700,7,3,10,2,623827.79
585,6,2,3,5,526284.95
585,5,1,3,4,325058.32
585,9,6,10,3,1319694.22
700,8,10,7,2,1287078.03
500,4,5,8,3,619298.91
600,7,8,7,2,873337.6
600,5,10,7,1,825363.35
585,1,4,9,1,284236.35
500,1,10,10,2,1605802.58
700,6,6,8,3,1023224.2
500,9,9,5,4,1149805.96
600,9,10,2,4,853491.51
585,7,9,2,3,509491.77
600,8,6,7,4,1162625.29
600,2,10,7,2,961497.52
585,2,10,1,4,285622.98
600,1,9,7,2,784996.44
700,9,1,6,5,1080594.91
700,7,8,9,2,1269630.99
585,3,5,3,5,436501.42
700,10,10,5,5,2272647.7
600,9,5,8,5,1543770.8
600,1,9,8,4,1619878.03
585,1,4,4,2,136289.71
700,4,8,5,2,573049.01
600,10,10,9,4,2859852.57
700,7,8,8,1,855148.25
600,2,2,1,4,143805.92
700,1,6,8,1,414339.41
585,1,10,3,2,311446.6
600,4,5,5,5,725169.21
585,5,5,8,1,422210.06
600,7,3,6,5,830406.81
600,3,3,10,2,386008.03
500,2,7,7,1,424682.37
585,3,1,5,5,304283.91
600,9,7,2,2,428725.0
585,2,9,10,3,1816264.1
500,3,6,6,2,390423.55
585,10,8,5,4,1218956.95
700,5,5,4,2,384597.86
585,6,4,10,4,1021532.81
600,10,1,8,3,565887.31
600,9,5,10,5,1902735.73
500,2,10,4,1,344549.44
500,3,7,1,1,102886.12
700,10,5,8,4,1471662.98
700,3,9,10,3,1918850.31
500,6,6,2,2,232352.53
500,8,5,8,5,1266111.37
500,4,10,7,3,1286518.22
500,10,7,1,1,239487.3
500,8,7,3,2,359106.17
500,8,9,7,5,2085667.26
585,8,3,7,4,732230.58
700,9,3,2,1,370192.4
500,5,5,6,5,803785.22
600,4,7,6,1,418678.42
585,3,1,1,1,87122.34
585,7,10,3,2,518131.68
700,5,6,1,2,295226.97
600,5,3,1,5,441201.83
585,1,10,6,5,1619577.28
700,5,10,7,1,875326.49
600,7,5,6,1,383042.67
700,4,4,2,4,412135.68
500,8,4,2,3,322462.7
500,3,10,3,3,456024.73
600,8,5,2,3,458414.43
500,8,9,5,3,851328.62
500,7,1,2,3,247045.95
600,8,7,9,1,799392.59
585,10,2,3,2,379319.75
500,7,7,5,5,1055289.8
700,7,10,1,3,582124.16
700,3,1,8,4,370492.43
500,4,10,4,1,383727.06
585,3,1,5,3,180370.0
585,2,10,4,1,359275.07
585,4,6,4,2,316851.95
700,5,9,10,1,1212673.29
700,8,9,7,2,1146057.1
700,6,5,10,4,1413198.91
585,7,3,4,3,406331.13
500,6,4,9,3,630236.74
585,5,6,10,1,674907.81
600,4,5,9,2,599730.11
700,3,7,4,5,816541.43
585,10,4,7,2,570271.93
600,8,1,2,2,304182.91
500,7,5,8,4,932278.26
600,8,2,7,2,393447.86
585,1,2,3,3,86984.22
500,5,3,3,5,384568.62
600,8,7,5,1,459220.04
585,6,7,1,1,205832.94
500,10,10,10,2,1832396.11
500,2,4,10,5,979440.33
500,7,2,8,5,660009.67
585,4,7,4,3,470833.22
600,5,3,8,5,821801.74
585,8,5,2,4,571721.5
500,3,1,5,1,86585.13
600,4,10,9,4,2490154.43
600,7,4,1,5,618523.92
700,6,7,10,2,1187052.83
700,6,3,1,5,695444.23
585,8,4,3,2,347804.5
600,6,5,9,1,518185.31
500,6,8,7,2,771100.6
585,8,3,10,3,718252.2
500,5,2,3,4,268178.93
700,8,9,1,2,483292.61
585,5,10,8,3,1651415.75
585,8,9,6,3,1129682.74
600,3,10,5,2,649228.87
700,3,7,8,3,996042.59
585,8,7,5,2,582529.78
700,3,8,3,3,443938.89
700,8,2,2,4,707324.64
700,2,9,2,5,544341.08
700,8,6,6,5,1560121.83
700,1,4,1,1,58459.94
600,5,10,8,2,1279473.09
500,1,10,9,1,1041051.22
500,7,4,10,1,441412.99
600,1,5,5,5,484098.53
600,8,4,10,3,894779.91
500,7,9,5,5,1383189.1
585,6,2,7,3,401942.1
600,10,7,9,3,1446169.78
500,5,3,7,3,367291.46
700,8,6,4,1,441981.54
585,7,3,10,2,517968.68
700,7,3,7,3,655108.65
700,4,7,9,4,1598194.11
600,6,5,4,1,273496.72
700,4,6,5,2,439412.15
600,1,1,6,2,82687.12
700,9,6,2,3,684037.28
585,5,1,9,5,565891.02
700,3,4,5,3,370135.06
500,6,9,3,3,498452.83
585,7,6,1,4,486839.26
500,8,7,1,4,438481.72
600,5,10,3,1,352479.63
500,3,8,1,4,246843.72
585,8,1,4,1,234222.86
585,4,4,1,2,166362.47
585,9,10,6,2,1015343.7
500,5,3,3,2,176130.49
600,2,4,1,3,129284.33
600,5,6,10,5,1942926.01
600,10,7,6,5,1671143.3
500,10,8,1,3,420545.96
585,5,3,5,5,588538.58
500,1,10,7,5,2007467.09
600,6,5,2,3,363624.65
500,6,4,2,5,432861.05
600,1,4,5,2,172404.0
500,9,7,5,5,1166388.46
600,8,9,9,3,1829619.13
600,4,6,3,2,270353.07
585,4,5,5,5,707601.28
600,3,5,10,4,1093584.2
585,9,10,1,5,905744.63
585,10,3,6,1,362888.08
500,1,8,2,1,116044.14
600,2,9,9,3,1544584.8
600,10,6,10,2,1069040.04
585,4,5,10,2,678075.49
585,9,7,4,2,535491.92
600,9,7,5,2,631890.99
700,10,6,1,1,417469.75
585,1,10,4,5,943949.75
500,8,2,10,4,641331.79
500,5,6,3,3,325644.4
600,10,5,1,2,399759.42
600,6,2,8,3,446009.96
585,2,1,5,5,228747.83
700,10,7,10,5,3044164.3
585,10,7,4,2,571422.93
600,3,7,2,3,272485.87
